1 0 0 1
2 0 0 1
3 0 0 1
53 0 1 0
54 0 0 1
55 0 0 1
56 0 0 1
106 0 1 0
107 0 0 1
108 0 0 1
109 0 0 1
159 0 1 0
160 0 0 1
161 0 0 1
162 0 0 1
212 0 1 0
213 0 0 1
214 0 0 1
215 0 0 1
265 0 1 0
266 0 0 1
267 0 0 1
268 0 0 1
318 0 1 0
319 0 0 1
320 0 0 1
321 0 0 1
371 0 1 0
372 0 0 1
373 0 0 1
374 0 0 1
424 0 1 0
425 0 0 1
426 0 0 1
427 0 0 1
477 0 1 0
478 0 0 1
479 0 0 1
480 0 0 1
530 0 1 0
531 0 0 1
532 0 0 1
533 0 0 1
583 0 1 0
584 0 0 1
585 0 0 1
586 0 0 1
636 0 1 0
637 0 0 1
638 0 0 1
639 0 0 1
689 0 1 0
690 0 0 1
691 0 0 1
692 0 0 1
742 0 1 0
743 0 0 1
744 0 0 1
745 0 0 1
795 0 1 0
796 0 0 1
797 0 0 1
798 0 0 1
848 0 1 0
849 0 0 1
850 0 0 1
851 0 0 1
901 0 1 0
902 0 0 1
903 0 0 1
904 0 0 1
954 0 1 0
955 0 0 1
956 0 0 1
957 0 0 1
1007 0 1 0
1008 0 0 1
1009 0 0 1
1010 0 0 1
1060 0 1 0
1061 0 0 1
1062 0 0 1
1063 0 0 1
1113 0 1 0
1114 0 0 1
1115 0 0 1
1116 0 0 1
1166 0 1 0
1167 0 0 1
1168 0 0 1
1169 0 0 1
1219 0 1 0
1220 0 0 1
1221 0 0 1
1222 0 0 1
1272 0 1 0
1273 0 0 1
1274 0 0 1
1275 0 0 1
1325 0 1 0
1326 0 0 1
1327 0 0 1
1328 0 0 1
1378 0 1 0
1379 0 0 1
1380 0 0 1
1381 0 0 1
1431 0 1 0
1432 0 0 1
1433 0 0 1
1434 0 0 1
1484 0 1 0
1485 0 0 1
1486 0 0 1
1487 0 0 1
1537 0 1 0
1538 0 0 1
1539 0 0 1
1540 0 0 1
1590 0 1 0
1591 0 0 1
1592 0 0 1
1593 0 0 1
1643 0 1 0
1644 0 0 1
1645 0 0 1
1646 0 0 1
1696 0 1 0
1697 0 0 1
1698 0 0 1
1699 0 0 1
1749 0 1 0
1750 0 0 1
1751 0 0 1
1752 0 0 1
1802 0 1 0
1803 0 0 1
1804 0 0 1
1805 0 0 1
1855 0 1 0
1856 0 0 1
1857 0 0 1
1858 0 0 1
1908 0 1 0
1909 0 0 1
1910 0 0 1
1911 0 0 1
1961 0 1 0
1962 0 0 1
1963 0 0 1
1964 0 0 1
2014 0 1 0
2015 0 0 1
2016 0 0 1
2017 0 0 1
2067 0 1 0
2068 0 0 1
2069 0 0 1
2070 0 0 1
2120 0 1 0
2121 0 0 1
2122 0 0 1
2123 0 0 1
2173 0 1 0
2174 0 0 1
2175 0 0 1
2176 0 0 1
2226 0 1 0
